label,text,source
ham,Way was their a guy warring a robot head.﻿,Youtube03-LMFAO.csv
ham,like the songs﻿,Youtube03-LMFAO.csv
ham,"Almost 1 billion views, nice.﻿",Youtube03-LMFAO.csv
ham,sorry to all my haters<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />for party rock en﻿,Youtube03-LMFAO.csv
ham,I like it<br />﻿,Youtube03-LMFAO.csv
ham,Gooooood﻿,Youtube03-LMFAO.csv
ham,:3﻿,Youtube03-LMFAO.csv
ham,likeeeeeeeee﻿,Youtube03-LMFAO.csv
ham,shuffle!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,Youtube03-LMFAO.csv
ham,lol so funny love it﻿,Youtube03-LMFAO.csv
ham,good party﻿,Youtube03-LMFAO.csv
spam,Do not like this comment if you are not watching in 2004﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,share your thoughts﻿,Youtube03-LMFAO.csv
spam,subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz﻿,Youtube03-LMFAO.csv
spam,"YouTube collaborator&#39;s anyone? subscribe to me, I&#39;ll subscribe back. I also will start uploading more YouTube videos.  <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23LMFAO"">#LMFAO</a>﻿",Youtube03-LMFAO.csv
spam,Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,Youtube03-LMFAO.csv
spam,IIIIIIIIIII LOVE THIS SHAKE IT SONG OH SORRY EVERY SHAKE IT SONG I LIKE WATCH SUBSCRIBE AND NEVER UNLIKE BROOOOO!!!!!!!!!!! SHAKE IT UP﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:m﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:<br /><br /><br /><br />﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Who&#39;s watching in 2015 Subscribe for me !﻿,Youtube03-LMFAO.csv
spam,Come subscribe﻿,Youtube03-LMFAO.csv
spam,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,I just wanna see how many people like this comment. I&#39;ll give it a month or so :)﻿,Youtube03-LMFAO.csv
spam,PLEASE DON&#39;T LIKE THIS COMMENT IF YOU ARE WATCHING IN 2015!!!!!!!!!!!﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,I like This Comment and do not kill :P﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:fb i﻿,Youtube03-LMFAO.csv
spam,ALL SCHOOL DROP OUTS I KNEW AS FRIENDS BEFORE THEY DECIDED TO DROP SCHOOL THINK THERE IS NO NEED FOR AN ID CARD OR A CERTIFICATION TO PROVE YOU ARE AN EDUCATED CLEAN IN CRIMINAL RECORD TALENTED PERSON TO WORK IN ANY ENTERTAINMENT FIELD WORLDWIDE. THEY THINK THEY COULD BE RICH ENTERTAINERS BY CONSOLIDATING WITH ACTORS / ACTRESSES AS WELL AS SINGERS FOR A SHARE OF PROFIT(S).﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube: ﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:<br /><br />﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿,Youtube03-LMFAO.csv
spam,We can have a party next share﻿,Youtube03-LMFAO.csv
spam,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,SUBSCRIBE me. if you do that leave your name so i can subs back ﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Please subscribe to my channel!Thanks!﻿,Youtube03-LMFAO.csv
spam,hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,Youtube03-LMFAO.csv
spam,"Check out Melbourne shuffle, everybody!﻿",Youtube03-LMFAO.csv
spam,Subscribe My Channel﻿,Youtube03-LMFAO.csv
spam,please suscribe i am bored of 5 subscribers try to get it to 20!﻿,Youtube03-LMFAO.csv
spam,Subscribe if you are watching in 2015﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:      <br />﻿,Youtube03-LMFAO.csv
spam,Hey ! Subscribe  to me for the peace in the world ! ♥﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:a﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Like this comment for no reason﻿,Youtube03-LMFAO.csv
spam,Omg can this be the first video on YouTube to hit 1 billion views like this comment of you agree.﻿,Youtube03-LMFAO.csv
spam, <br />Please help me get 100 subscribers by the end of the night. Thx﻿,Youtube03-LMFAO.csv
spam,like this comment if you&#39;re watching this video when big bang happened<br />i do﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:<br /><br />﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:🍴🍴🏄🏄🏄🍴🏄🏄🏄🏄🏊🏊🏊🏊🍴🍴🍴🍴🍴🏂🏂🏂🏂🏂🏆🍸🍸🍸🍸🏆🍻🍗🍵🍟🍟🍟🍟🍴🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕☕️🎣🎣☕️🍕🍕🎣🎣🎣🎣🎣🎣🎣🎣🎣🎣☕️🎣🍕🍔🍔🎣🎣☕️🎣🍹🍹🏂🏂🍹🎿🏆﻿,Youtube03-LMFAO.csv
spam,░░░░░░░/\░░░░░▄▐<br />░░░░░░/     \░░░▄██▄<br />░░░░░/  (o)   \░░░░░▀█▄<br />░░░░/             \░░░░░░▀█▄<br />░░░/__   \   ░▄▄▄▄▄▀▀<br />░░░░▄▄▄██▀▀▀▀<br />░░░█▀▄▄▄█░▀▀       YOU HAVE BEEN SPOOKED BY THE SPOOKINATI<br />░░░▌░▄▄▄▐▌▀▀▀<br />▄░▐░░░▄▄░█░▀▀    SHARE THIS TO 666 PEOPLE TO BE UNSPOOKED <br />▀█▌░░░▄░▀█▀░▀ <br />░░░░░░░▄▄▐▌▄▄<br />░░░░░░░▀███▀█░▄<br />░░░░░░▐▌▀▄▀▄▀▐▄<br />░░░░░░▐▀░░░░░░▐▌<br />░░░░░░█░░░░░░░░█<br />░░░░░▐▌░░░░░░░░░█<br />░░░░░█░░░░░░░░░░▐▌﻿,Youtube03-LMFAO.csv
spam,like this comment if your watching in 2015 or 2016﻿,Youtube03-LMFAO.csv
spam,Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,like this comment if ur watching this on 2015 ﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,like this comment please﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,LIKE AND SUBSCRIBE﻿,Youtube03-LMFAO.csv
spam,Like this comment if you are watching on a phone﻿,Youtube03-LMFAO.csv
spam,"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube: I tried﻿,Youtube03-LMFAO.csv
spam,"subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span>  if you thot the robot dudes r epic and awsome﻿",Youtube03-LMFAO.csv
spam,"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Like this comment if you still jam out to this song after 4 years ﻿,Youtube03-LMFAO.csv
spam,subscribe﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,this video has 800+m views<br />and the channel got 3m subscribers﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,subscribe to my chanell﻿,Youtube03-LMFAO.csv
spam,los invito a subscribirse a mi canal ﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:<br /><br />﻿,Youtube03-LMFAO.csv
spam,"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,"<a href=""https://m.freemyapps.com/share/url/505b0232"">https://m.freemyapps.com/share/url/505b0232</a>﻿",Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,"Need money ? check my channel and subscribe,soon will post how to get it )﻿",Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Like this comment for no reason.﻿,Youtube03-LMFAO.csv
spam,"Youtube comments in a nut shell:<br /><br />.First<br />.301 club<br />.Skip to <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m57s"">3:57</a> and close your eyes<br />.Advertisements<br />.like this comment for no reason<br />.Christianity arguements<br />.Other religious arguements<br />.Console wars<br />.#PCMASTERACE<br />.Trolls<br />.&quot;How is there 1 million views on the this video if theres online 10 people on earth/<br />.Complaints<br />.Pewdiepie fangirls<br />.Minecraft scrubs<br />./r/MontageParodies<br /><br /><br />AND ANY OTHER SHIT!!﻿",Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Please become my first subscriber.  Thank you.﻿,Youtube03-LMFAO.csv
spam,Can i get views and subscribers for no reason? 😅﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Hello from Russia comes to the channel subscribe﻿,Youtube03-LMFAO.csv
spam,"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",Youtube03-LMFAO.csv
spam,Men stop being naive idiots believing in love and believing that women actually respect you.  Want a more fulfilling drama fee life? Check out MGTOW. There are many channels here on YouTube that you can chose from which will give you all the information needed. (Caution: Not for men who enjoy being disposable providers of utility)﻿,Youtube03-LMFAO.csv
spam,pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:👿👳👳👳👳👳﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,Youtube03-LMFAO.csv
spam,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,"<a href=""https://m.freemyapps.com/share/url/10b35481"">https://m.freemyapps.com/share/url/10b35481</a>﻿",Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:a﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:hbbhhhgh﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,LIKE AND SUBSCRIB IF YOU WATCH IN 2015 ;)﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:hjalp﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:Qq﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿",Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Subscribe to my channel <br />Tweet &amp; Follow me on twitter //therealterrell_ <br />And I will follow you back 👀﻿,Youtube03-LMFAO.csv
spam,want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Subscribe I&#39;ll subscribe back﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this playlist on YouTube:pl﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:lo﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube: I ﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,subscribe to my channel yo - DJ Feelz﻿,Youtube03-LMFAO.csv
spam,Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:..🌈🌈🌈﻿,Youtube03-LMFAO.csv
spam,subscribers please`﻿,Youtube03-LMFAO.csv
spam,Yo like what up this song is fricking beast anywon herd the see mee rollin or I woke up in a new Buggti check out nuketown rap I was shooting in it see my nice quick scoping things training for faze adoult freind sang I was at my freinds house doing it we just had the rap going and we were doing fun things ﻿,Youtube03-LMFAO.csv
spam,hi everyone this is cool check out sexy and i know it﻿,Youtube03-LMFAO.csv
spam,"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",Youtube03-LMFAO.csv
spam,Check out this video on YouTube:it is a old track but it still bad﻿,Youtube03-LMFAO.csv
spam,Check out my youtube channel for cool beatboxing (:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Hi everyone! Do you like music? Then why not check out my music channel. The LEXIS band will be uploading their own songs and covers soon so don&#39;t miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one click. -&gt;﻿,Youtube03-LMFAO.csv
spam,SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,Youtube03-LMFAO.csv
spam,Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,Youtube03-LMFAO.csv
spam,SUP GUS THIS IS A VIDEO FOR PEOPLE WHO LOVES PARTY ROCK SO THANKS FOR WATCHING AND PLEASE SUBSCRIBE:)!!﻿,Youtube03-LMFAO.csv
spam,Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,Youtube03-LMFAO.csv
spam,great l subscribe﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,3m subscribers but look at the views its 700 million wtf :P﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out my YouTube channel I can rap﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTu﻿,Youtube03-LMFAO.csv
spam,"LMFAO is CRAZY DOPE!!! CHeck out my music on my channel if you have a minute, it would mean a lot. Much love!!﻿",Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,everyday i&#39;m subscribe﻿,Youtube03-LMFAO.csv
spam,man check out the raps on my channel im better rapper than these nigger fools﻿,Youtube03-LMFAO.csv
spam,go check out our video﻿,Youtube03-LMFAO.csv
spam,😼👍😏 Like This Comment 😏👍😼﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Subscribe﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,Youtube03-LMFAO.csv
spam,"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",Youtube03-LMFAO.csv
spam,Check out my music niggas﻿,Youtube03-LMFAO.csv
spam,Check out this video on YouTube:﻿,Youtube03-LMFAO.csv
spam,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,Youtube03-LMFAO.csv
spam,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,Youtube03-LMFAO.csv
spam,Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,Youtube03-LMFAO.csv
spam,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,Youtube03-LMFAO.csv
spam,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",Youtube03-LMFAO.csv
spam,"Check out: My Hood Doh, by Flixter Nossnevs﻿",Youtube03-LMFAO.csv
spam,Nezo and Ed<br />Like&amp;share this page on facebook please ﻿,Youtube03-LMFAO.csv
spam,"Hey I&#39;m a British youtuber!!<br />I upload Weekly!! <br />It would mean the world if you could subscribe!!<br />Thanks,Joyce!!<br />﻿",Youtube03-LMFAO.csv
spam,Subscribe to my channel !﻿,Youtube03-LMFAO.csv
spam,"hi guys please check out my vids , i will promos to subscribe to you to﻿",Youtube03-LMFAO.csv
spam,Hey plz check out my music video. Thanks!! :-)﻿,Youtube03-LMFAO.csv
spam,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,Youtube03-LMFAO.csv
ham,Good video﻿,Youtube03-LMFAO.csv
ham,very good song:)﻿,Youtube03-LMFAO.csv
ham,every bady yust have a good time﻿,Youtube03-LMFAO.csv
ham, are  there  people who like  this shit? hahahahah :P<br />this isn&#39;t even real music.......... it&#39;s computer-based music.....<br />well done music industry.....﻿,Youtube03-LMFAO.csv
ham,i love this song so much!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,Youtube03-LMFAO.csv
ham,No one makes me wanna party like LMFAO does... I just wanna rage every time one of these songs comes on. The only other band that does that is &quot;On the Rocks Inc.&quot; those kids know how to party﻿,Youtube03-LMFAO.csv
ham,The best song ever!﻿,Youtube03-LMFAO.csv
ham,The best song ever!﻿,Youtube03-LMFAO.csv
spam,"check it out free stuff for watching videos and filling surveys<br /><br /><a href=""http://www.prizerebel.com/index.php?r=1446084"">http://www.prizerebel.com/index.php?r=1446084</a>﻿",Youtube03-LMFAO.csv
ham,Love your song makes me happy﻿,Youtube03-LMFAO.csv
ham,OOOOO SHUFFLLLLLLLLLLLLLLLLLLLLLLINNNNN﻿,Youtube03-LMFAO.csv
ham,awesome﻿,Youtube03-LMFAO.csv
ham,I learned the shuffle because of them﻿,Youtube03-LMFAO.csv
ham,The best Song i saw ❤️❤️❤️❤️❤️❤️❤️❤️😍😍😍😍😍😍😍😘😘😘😘😘😘😘😘﻿,Youtube03-LMFAO.csv
ham,watch this with sound off!﻿,Youtube03-LMFAO.csv
ham,Looooooooove this song!!!!!!!!!:))))))﻿,Youtube03-LMFAO.csv
spam,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,Youtube03-LMFAO.csv
spam,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,Youtube03-LMFAO.csv
spam,EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,Youtube03-LMFAO.csv
spam,Like this comment for no reason﻿,Youtube03-LMFAO.csv
ham,love this song﻿,Youtube03-LMFAO.csv
spam,this song is awesome. these guys are the best. love this video too its hilarious lol. im getting popular fast because i rap with meaning. thumbs up if you piss next to the water in the toilet so it doesnt make noise﻿,Youtube03-LMFAO.csv
spam,HOW MANY THUMBS UP FOR LOUIS SAVING THE DAY!?!?﻿,Youtube03-LMFAO.csv
